10944750	13451,13451,8689,8689,155,25687,11942
5780000	16460,21336,21336,22313,17959
6061250	20721
8622000	15935
10229250	23628,23628
10546500	5955
2626250	11176,27458,16077,25193,25249,28230
5220750	28438
6571000	12252,28687,20626,19987,5429,7773,27543,1773,11687
7703750	11007,8719
1661750	28221
1832000	25687,25687,11939
2771250	476,23475,27670,22319,6247
2852250	21683,14989,14360,14360,25871,27415,11682
3211250	3228,9988,26516
5034000	3698,29446,10584
6257000	3740,16986,16986
6996000	6255,6305,12165,12165,12165
9720000	1392,1392
10057000	8193,8193,22447
12215000	28266
3089500	1917
4770500	27135,20297
8666500	17671
9244000	16836,7868,9972
1046250	11396
10768750	2570,17592,17592,637,11150,12870,27261
2138750	1950
2921750	15934,5324,11035,29547,4919,15584,6880,143,143,143,143,12754
3524750	26871
4184250	10788,10788,11983
4215750	14192,2513,6670,17920,19949,14145,20184,12251,12647,26618,7561,9848,13645,23928,4571,4571,16854,13518,2635
6874250	17760,647,11628,26754
8040000	9829,22547,24541,17400,10151,10151,26341,29551,15138,15138,15138,15138,15138,5429,5429,5429,26763,2655,2655,25372,25372,22914
9344000	18555,18001,17024
11434750	18758,18758,18758,20083,20083,10840,24004
3787750	6904,7096,6077,19458
5898500	26722,26722,374,27371
71250	28641
7687500	5267
3035250	11080
9706000	10780,23260,3980,1257,28181,28360,5067,11487,19120,6364,915,13962,1849,28653,16476
981000	28270,16140,8689,4997
10054250	10970,18034,9226,8425
1459750	20228,16550,16550,28059
1966250	23999,155,24830,23482,11052,11052,11052,6672,26722,26722,26722,16110,16110,12329,16738,25260,3678,3678,12216,2257,2257,2257
3293750	26523,26523,17636,17829
3952000	28631,28631,12220,12220,617,13349,13349,19379,2128,26699,6571
4850000	24601
4963500	4411
5082750	20449,11029,17214,4795
11493000	7868,7868
12231250	6246,6246,6246,6246,26973
1446250	19751,19751
3520000	21121,2999,6918,6498,16846,23409,18353,5791,28065
364250	11679,11679
38250	11176,28719,14318
5959000	14242
6247250	12213,18874,28626,28626,28357,10840,10840,7600,679,22759,22736,22736,22736,22736,18832,16663,16918,16918,28631,2771,21975
7345250	15138
11142000	1493
2428500	24471
380000	554,554,23770,22367
4102750	20585,10026,10026,10026,10026,19149,21787,15075
5027500	11201
5769750	11926
10018000	19015,5429,20343,27791,27791,642,25252
11321750	29547,15065,14096,27060,21672,15645,15645,22421,20816,6466,16110,3775,5515,1000,24486,11793,19175,13888,643,3176,4354,19673,17060,17060,17060,17060,17013,3564,24869,16075,20206,20449,5661,24107,9653,11939,7019,949,3228,17639,2750,6284,6284,7354,17418,2804,23338,23338,23338,24907,11730,11730
11936000	8494,21393
1812000	28410,21628,21628,23793,29077
10401500	24541,18361,28769,28765,17959,17959,20756,13394,13394,8038,21672,13258,8477,8446,1583,1583,24929,27509,23947,17242,17242,24107,22950,22950,22950,22950,13878,25526,7868,7868,7868,7868,7868,14048,27791,12189,12189,12189,1222,23934,11080
10774750	2899,27791
11874000	11679,11679,11679,11679,14661,1282,26270,5086,21548,24087,13354,16550,12220,12220,12220,12220,12220,12220,12220,19668,18167,18167,13844
3981750	21565,5053,22439
6003750	11679,15414,4750,15584,7737,4949,10714,20039,3390,6680,6680,1909,647,647,647,647,3698,7868,7868,7868,7868,7868,7868,23662,6665,15233,6934,5053,23013,23480,18843,2033,2257,2251,14679,19814,19814,11080
7886000	15799
8033500	20996
10790500	22889,22126
2168250	22749,5662
2870250	28603
5052000	16420
711500	26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,26722,11052,11052,11052,11052,4709,4709,14360,13682
10492250	24015
11496750	22016,2695,28898,28898,20101,587,9829,747
2378500	5099
3075000	6592,5995
573000	21796,23214,11080,637,7473
848500	6467,24977
1140750	6741
11564250	9140
2737250	8684
5491500	20751
6957500	13793,13793,27955,27458,22751,10847,15534,15534,22330,11363,4887,22961,17191,29044,29547,5074,5074,17451,23025
835000	7071
8702500	15138,17597,29547,8257,19381,16540
10112000	2471
11984750	18544
3149000	29008,29008,29008
3723750	12271,1831
4047000	12828
6654750	14261,14261,14261,14261,14261,25909,6299,16110,16110,16110,16110,16110,16110,16110,20180,1415,1415,11687
7306250	2099
9782500	23662
11683250	24196
341000	15584
5199750	679,679,679
7163250	9567
9436000	29203
200250	1831,17556
3588500	16217
4376250	19993
8070000	27044
8523250	15934
8633500	1950
8730250	647,911,911,16110,15222,18868,23662,11431
9199500	24969,24969
9982500	9369,9369,9369,9369,9369,9369
3573750	25260,4452,7868,23662,11670,26660
4423500	11543
7892000	29225,4354,5267
832250	1831,1831
9972250	15138
10592750	23798
2331750	6529,22789,18501,2526,10680,28985,28985,14318,8625,1390,13903,21840,4709,8689,8689,13390,5971,18990,24886,2669,24893,23984,1752,1752,10395,21975,28370,15653,28653,28653,23025,21092,21092
5336750	6393
5467250	27567,27458,16103,28441,6287,19277,18046,679,24922,8763
9946250	21865,3720
11535500	11679
3405000	19974
5226500	1260,8689,8689,22484,18912,9613,25099,3482,23829,23829,23829,23829,23829,23829,16663,11687
7060500	12287,13461,16276,8692,9396,27,504,1003,19005,8220,29388,26655,3384,17582,22442,18950,760,3300
1025250	13247,1918
2033500	7473,24277,18611,20417,20015
472000	3515,3515,3515,3515,14647
5248750	20668,24375,9290,18575
5745000	26722,4571,20658
11947000	28967
5264500	2822
6900500	21659
7600250	4949,12758,8662,8662,19509
7715000	6680,2457,2457
10915250	18075,23556,12220
1338750	2966
2076000	3390,8549,14483,24277,7560,19339
2891500	14580,28370,2257,2257,2257
4895250	16944,11638,5094,15423
7976750	21862
8049000	5706,21695,29290,21092,22148,4807
8628250	14153,5848,26288,26288,26288
12016750	7248
1244250	27458
2752000	3032
9123500	12168
10539250	4486,4486,1461
11137750	5832,6193,25360,25360,21841,6104,4226
4097500	24844,2762
4547500	10151,27060,6918,13749,10710
7405250	11330,17431
10972250	13672,23779,16396
11158000	24565,11396,11396,15018,20835
11737250	599
2088000	25079
4370750	17058,1666
65500	18736
8072250	4078,749,17227,25372
1492500	17653
1528500	7059,26563,29265,18466,3627,3627,1505,4750,24929,500,28370,23013,21092,7248
1792000	5429,20979
3317500	8446,7692,17657,17657,15510,4326,22313,2260,4338,224,17794,21785
7184500	2159,22058,21533,2899,2899,7868,934,29410,7221,19416,8792,22359,4571,16939
8156500	16420
9586500	5799
140500	6918
3096750	20388,8628
3511000	13020,15164,29203,14020,14020,14020,14020,14020,14020,14020,14020
4782250	15359,679,679,679,8446,27791
6848000	9671
9076750	2826,17748
10119250	7868,5087,10282
11131750	17647
11794250	164,28924
3148500	8890,201
4625750	25420
6301250	16463
691500	8643,26288,9842
7918750	24541,9802,1591,11225,11652,26404,26404,26404,13749,18275,1788,26959,26959,8978,23202,18689,22319
8822250	25402
9513250	26394
2198750	12220,12220,12257,16550,12394
299750	4452,28410,8528,3034,3719,23612
393250	519
5082500	14020
6807250	8327
7568750	4329,17087
791500	22989,24831,10810,10329,10329,26665,14712,23424,7624,16606,16606
11121500	20297
11129250	16409,11280,4949,9829
11352000	12352
1622500	451
3335000	325
5078750	6546,14580,24015,10255,679
5910250	937
621500	19973,20425,19126,23364,5843,8726,1008,11176,5845,22034,22034,6143,23861,3308,3308,3308,3308,18024,25260,28117,16009,11670,3723,5099,7868
6921750	7868,19095
8910750	420
9842500	10726,15672
10642000	8717,21334,2655
1114000	22356,8188
2704750	13592,3228,14417,22359,11547,11547
567250	11080
6571750	17706,9193
7383000	27791
965500	25003,26845
1181250	15858,17968,18932,18932
2480750	23284
3742000	8643
8243500	16857,3390,17455,24892,17060,8489
9592500	6767,9549,26665
10185000	11029,7868,7868,25770
232000	7868,7868,7868,7868,7868,7868,7868,7868,7868,7868,7868,7868,7868,21865,21865
3216500	28992,28992,28992,27168,27168
3719250	3362
764000	7208
