10944750	25687,25372,13451,8689,155,11942
12028500	13390,11196
12154500	17640,7868,2568,9549
1620500	23735,5833
4716750	2683,29202
4844000	24196,15934,12220
5654000	29231,5896,4775
5780000	15811,21336,5814,22529,17214,17959,17061,7061,8313,21092,16460
6061250	16463,679,22359,10893,20721
10224750	1481,2613
10229250	8689,23628
10302500	28164,14065,6630,679,26087
1110750	20578
12015000	7552,15138
12173500	554,3627,9817,15405
12388250	28391
1971500	25329,11000,13701,7096,4479,21715,14917,7469,21919,7624
2626250	25193,11176,16077,28230,25249,27458
3963750	4949,23662,251,26972,16624
434750	21911,27511,4571,16972
5220750	8689
5254500	7868,21672,4336,3313,22043
6571000	4254,12162,5470,20626,12252,28687,5429,19987,1773,11687,27543,7773
6849750	2199,27965,6757,2655,23556
7703750	18075,22908,7868,27625,527,11007,8719
8149250	11679,11196
8757750	18024
9288000	2683
10696000	21110,14887,19615,3458
1661750	15315,28221,10840,679
1832000	25687,11939
2771250	476,14694,27670,22319,23475,6247
2852250	11682,21683,14360,25871,14989,27415
3001000	679,21995
3211250	17706,27155,6148,7173,12431,9988,26516,3228
3581250	22126,23482,23214
5901250	14575
6257000	23563,23628,3740,22749,16986
6996000	6305,6255,12165
9720000	1392
11362000	10240,8693
12008000	25618,24274
12215000	6672,12352,28266
1969000	12220,18002
4770500	10404,6988,27191,20297,13554,27135
4809750	679
7002750	1481
799000	27791,3555,16331
8102000	768
9035750	17977,7850,9881,20661,4479
9163000	6096,28184,26576
9244000	7868,14227,16836,9972
1046250	27791,2257,11396
10768750	19993,17592,12870,637,11150,27261,2570
12027000	2322
1904750	23928
1906000	2683,12220,21110,2438
1909250	504,10014,24645,14209
2874500	10840,6203
2921750	27791,143,6880,11035,12754,15934,29547,4919,15584
3524750	26871
4184250	241,14020,12220,10788,11983
4215750	23928,4571,19574,12251,14573,16854,17920,6670,2513,12647,14145,2635,20184,19949,26618,13518,7561,13645,9848,14192
4956000	28675
5108000	647,4254,29203,29547,3627
6874250	2683,15584,12168,26754,13483,647,17760,11628
8040000	15138,2655,17400,10151,17084,26341,5429,22914,29551,25372,26763,24541,9829
9103250	876
9344000	17024,18001,18555
10095000	14261,19973
11434750	9985,18758,20083,24004,10840
2078000	14902,17449,16944,28616
3590000	28924
3787750	2610,19458,7096,6077,6904
5898500	374,26722,27371
7367000	15686,21975,21336,13607
7687500	5369,12285,20803,12394,28625,5267
10064500	12220,22583
11340250	14294
11612500	5848,19974
12065000	12453
3226500	22240,18741
371250	21110
42000	13390
5754500	12647,8307,3954,8725,15896
8649250	16540,2826
887500	18946
9173750	16110,11679,16540,13020
9628250	23779
9706000	12168,20297,22094,6364,23340,1257,19120,28181,1849,5067,23260,3980,28653,10780,16476,915,28360,13962
981000	11176,12394,28270,16140,8689,4997
10054250	19660,4667,18034,9226,10970,8425
1459750	28059,20228,16550
1966250	2257,6672,11052,16110,12329,23999,24830,26722,12216,16738,3678,23482,155
3054250	11931,12285,7248
3293750	25193,26523,17636,17829
3952000	2128,12220,16550,19379,26699,6571,28631,617,13349
4850000	11605,12512,24601
4963500	21110,21092,4411
5906250	27791
10393750	2437,29265
11493000	7868,22727
11894500	15138
12231250	28149,6246,26973
1446250	19751,7105
3188000	9567,18025
3520000	21919,28065,1700,14415,23409,5254,23928,2999,21336,27927,21121,6498,6918,5791,18353
38250	14265,18730,14318,11176,28719
5959000	14242,14153
6247250	15814,22759,16918,28626,22736,679,18874,16663,28631,28357,18832,21975,7600,2771,10840,12213
6564500	11176,11612,14902,16406
7345250	2750,15138
7699500	11793,8719,18730,23928,13592
83250	6174,4220,28885,25753
10047250	3555
11142000	17407,1493
1381000	14261,17958
2428500	1396,24471
380000	14174,22094,22367,23770,554
4102750	20585,15075,10026,19149,21787
4922750	18024,2669
5769750	24503,16818,18731,11926
5847500	28504
6619500	3627,21067
