10944750	25687,25372,28752,13451,19673,1461,8689,7150,155,8719
12028500	13390,11196,21392,15311,16540,18496,21975,8519,7600,9213
1206500	4571,5962,7868
12154500	17640,7868,2568,9549,9471,5470,8689,7105,28621,4949
1620500	23735,5833,12230,28774,5445,1195,5300,444,13124,14887
4716750	2683,29202,21110,25820,25318,8511,2963,13784,22126,13757
4844000	24196,15934,12220,12899,7868,21983,5086,27396,5598,26806
5654000	29231,5896,4775,4571,528,23861,25840,4300,17926,16939
5735000	7868,24711,17136,5470,11280,24977,21110,23549,16500,11083
5780000	15811,21336,5814,22529,17214,17959,17061,7061,8313,21092
6061250	16463,679,22359,10893,29203,11176,4949,14261,17117,3190
6458500	8637,27791,29473,28453,14887
7860250	24746
8170750	1966,21548,21431,10207,21919,19552,27458,19217,2826,23143
8622000	8702,15935,11125,14976,9291,27572,10810,11638,19829
8861500	1547,29377,20021,7389,12284,2826,25656,23381
8869250	11203,8689,28230,15018,143,17846,11623,8816,26402,11578
10224750	1481,2613,21393,4761,25960,11679,9549,25526,5267,21336
10229250	8689,23628,22179,24541,24869,23774,18289,21593,18805,7297
10302500	28164,14065,6630,679,26087,7409,2626,18167,8689,12754
10546500	5955,21838,28508,22184
1110750	20578,12426,13883,3458,22499,3101,21110,28466,6951,2356
12015000	7552,15138,8024,5176,26900,27028,22240,13097,5267,24977
12173500	554,3627,9817,15405,28184,1325,21110,29287,21426,28370
12388250	28391,1539,23793,16939,18712,24385,4538,15298,2613,2945
1971500	25329,11000,13701,7096,4479,21715,14917,7469,21919,7624
2626250	25193,20206,28230,5598,11176,16077,25249,27458,7868,2826
3963750	4949,23662,251,26972,16624,21067,11330,13737,11176,19421
434750	21911,27511,4571,16972,19394,19973,6542,6104,12656,3228
5220750	8689,28438,25240,26216,13793,17060,29204,785,25933,14952
5254500	7868,21672,4336,3313,22043,24601,12717,22359,14393,25488
5948500	28382,28057,6290,17771,13736,21110,26883,15159,22164,25372
6067750	23698,29099,9946,1838,24447,7105,7995,14447,3329,20768
6571000	4254,12162,5470,13430,13878,15734,1773,12252,11687,27052
6849750	2199,27965,6757,2655,19796,23556,11679,29099,6246,25733
6977000	12964,5334,7868
7703750	18075,22908,7868,27625,527,18730,12394,18868,23304,4958
8149250	11679,11196,24015,2367,12162,215,14294,7868,26464,18805
8757750	18024,26288,23928,24601,6968,3149,2167,26561,28189,20386
9288000	2683,2971,11328,19394,6401,27508,10999,19702,6352,6839
10696000	21110,14887,19615,3458,11022,3740,25420,20979,24440,14153
11391250	28924,27998,17417,6546,24977,22244,10840,28031,1312,24690
1661750	15315,28221,10840,679,14020,3324,3151,9802,2729,22342
1832000	25687,10916,7868,11939,10151,12287,14469,2198,11725,19221
2771250	789,476,14694,2963,28744,2513,12606,23475,26314,29490
2852250	11682,14261,27415,21706,14360,25871,4647,21683,143,13080
3001000	679,21995,14902,4571,24780,11080
3211250	17706,27155,6148,7173,12431,11076,4411,23662,26006,15584
3581250	22126,23482,23214,12512,17783,5848,26546,5086,11781,28411
4256500	2410,4694,22280,19897,23045,12588,3800,23136,13254,29149
5034000	12220,7465,10584,20207,1241,18730,23223,3723,16550,29446
5901250	14575,12606,18730,8798,22482,11073,12230,1010,7262,18937
6257000	23563,23628,3740,22749,530,14795,16986,12285,16540,21071
6996000	6305,12165,13754,16067,6255,24780,10647,18213,27198,1008
9720000	1392,13830,26871,16315,2771,19894,22168,29442,11849,21092
10057000	8193,22447,6839,239,21186,27625,21110,14919,2274,6767
11362000	10240,8693,2963,17232,4324,5330,9609,16376,10404,599
11687000	8689,431,16476,23685,27400,10543,20359
11847750	3555,10948,19166,24447,24026,14115,1962,341,9210,15116
12008000	25618,24274,14261,4960,17647,16331,20979,4953,647,26618
12215000	6672,12352,7868,8637,14942,4949,15639,20831,9363,14261
1969000	12220,18002,5987,15887,4411,5469,25687,20297,18575,4993
2132250	14159,28142,1831,8628,5705,27390,743,14577,6288,6164
3089500	1917,14020,4078,15089,16754,561,13115
3552000	24385
4770500	10404,6988,27191,20297,13554,14020,12220,9165,2610,15315
4809750	679,1831,23884,21110,6571,6080,18771,17013,8081,23779
7002750	1481,5081,1831,2270,16540,15584,6331,7868,12924,10329
799000	27791,3555,16331,29099,24341,24553,8278,21946,25839,4709
8102000	768,21110,2683,18213,5591,10079,26614,28230,29099,6160
8666500	11790,17671,15672,647,27467,20648,25791,1644,4794,24015
9035750	17977,7850,9881,20661,4479,21919,25381,18697,18544,6839
9163000	6096,28184,26576,5594,23475,11080,6571,23278,11482,7748
9244000	7868,14227,13471,17393,13442,2367,16177,9486,3536,5403
1046250	27791,2257,6621,18196,11396,10678,4571,27508,679,17214
10768750	19993,17592,4683,6672,12870,11150,27261,637,2570,24323
10927500	5821,12520,27191,27785,14580,12610
11046750	7169,8637,27198,18575,13270,5799
11339250	6828,21838,7169,6287,13498,509,3174
12027000	2322,21865,24334
1904750	23928,9138,27314,25888,22484,15906,7071,26815,24010,22253
1906000	2683,12220,21110,2438,9532,1831,12285,16540,11448,9567
1909250	504,10014,24645,14209,6326,20516,23470,15992,18180,25372
2138750	14120,11029,1950,20425,17457,18805,21334,25415,25260,4052
2476250	23202,21110,8684,29231,21950,18805,23779,25402,17657,20484
2874500	14914,10840,7910,6203,4172,7868,28370,19422,3047,22094
2921750	27791,143,14182,29547,15446,15584,11201,5324,7105,27371
317500	9620,18805,4949,7868,25260,16110,747,6980,22029,4571
3524750	26871,4808,4491,15065,17920,6868,27625,1966,5081,993
3849750	9549,26699,21071,24359,23742,27389,15203,23738,27448,27063
39750	4896,16663,17058,1224,5403,27817,24848,19142
4184250	241,14020,12220,10788,4949,11196,28710,23928,11983,11687
4215750	23928,4571,19574,12251,14573,14415,2685,4281,11391,4125
4956000	28675,15315,21337,14580,13450,2042,2891,22393,14048,23662
5108000	647,4254,29203,29547,3627,10532,15094,7070,28463,14020
6874250	2683,15584,12168,26754,13483,28410,8637,11080,22393,20425
8040000	15138,2655,17400,10151,17084,5429,22547,8257,239,7868
9103250	876,2655,6655,9563,12220,28357,20055,15159,13883,24405
9344000	17024,14795,18001,25511,18555,23936,21110,611,7071,19627
9420500	13238,2826,25372
10095000	14261,19973,26699,2836,8278,13494,21092,16624,12977,20207
10831750	5640,13482,8307,17024,1006
11434750	9985,20083,18758,7071,21823,24004,10840,24155,23323,16612
2078000	14902,17449,16944,28616,26608,24669,17752,27791,14446,7622
3257000	679,7868,15534,13592,8689,11080,27791,10226,6080,15934
3590000	28924,9907,7567,1776,26874,9922,29388,11694,3817,11471
3787750	2610,26969,19458,7096,6904,6077,25908,21991,20386,3723
5898500	374,26722,7637,27371,17732,23433,15921,7105,11573,14182
591750	5416,27231,20466,21565,25656,12394,17846,9953,12220,27483
6523250	11196,17835,17060,14020,11685,7105,16540,16406,18290,17823
71250	28641,8775
7367000	15686,21975,21336,13607,20297,11888,143,18730,155,17945
